staging_mode,batch_size,context_length,decode_step,decode_position,attn_layer_id,prev_attn_layer_id,T_gap_ms,T_stage_ms,T_attn_ms,wait_before_attention_ms,hideability,overlap_ratio,stage_target,gap_slowdown_pct
none,8,2048,18,2070,29,18,5.414912223815918,,1.5697920322418213,,,,NONE,
none,8,2048,18,2070,40,29,5.361663818359375,,1.427456021308899,,,,NONE,
none,8,2048,19,2071,7,,4.384768009185791,,1.572864055633545,,,,NONE,
none,8,2048,19,2071,18,7,5.425151824951172,,1.4335999488830566,,,,NONE,
none,8,2048,19,2071,29,18,5.389311790466309,,1.4387199878692627,,,,NONE,
none,8,2048,19,2071,40,29,5.425151824951172,,1.5626239776611328,,,,NONE,
none,8,2048,20,2072,7,,4.3724799156188965,,1.5749119520187378,,,,NONE,
none,8,2048,20,2072,18,7,5.354496002197266,,1.5790079832077026,,,,NONE,
none,8,2048,20,2072,29,18,5.385216236114502,,1.5790079832077026,,,,NONE,
none,8,2048,20,2072,40,29,5.399551868438721,,1.5708160400390625,,,,NONE,
none,8,2048,21,2073,7,,4.399104118347168,,1.4366719722747803,,,,NONE,
none,8,2048,21,2073,18,7,5.408768177032471,,1.5841280221939087,,,,NONE,
none,8,2048,21,2073,29,18,5.351424217224121,,1.5841280221939087,,,,NONE,
none,8,2048,21,2073,40,29,5.419007778167725,,1.56876802444458,,,,NONE,
none,8,2048,22,2074,7,,4.388864040374756,,1.56876802444458,,,,NONE,
none,8,2048,22,2074,18,7,5.4128642082214355,,1.4376959800720215,,,,NONE,
none,8,2048,22,2074,29,18,5.363711833953857,,1.5892479419708252,,,,NONE,
none,8,2048,22,2074,40,29,5.400576114654541,,1.4366719722747803,,,,NONE,
none,8,2048,23,2075,7,,4.4021759033203125,,1.5554560422897339,,,,NONE,
none,8,2048,23,2075,18,7,5.41593599319458,,1.575935959815979,,,,NONE,
none,8,2048,23,2075,29,18,5.408768177032471,,1.572864055633545,,,,NONE,
none,8,2048,23,2075,40,29,5.400576114654541,,1.5769599676132202,,,,NONE,
none,8,2048,24,2076,7,,4.368383884429932,,1.575935959815979,,,,NONE,
none,8,2048,24,2076,18,7,5.392384052276611,,1.4295040369033813,,,,NONE,
none,8,2048,24,2076,29,18,5.389311790466309,,1.5708160400390625,,,,NONE,
none,8,2048,24,2076,40,29,5.399551868438721,,1.4315520524978638,,,,NONE,
none,8,2048,25,2077,7,,4.4410881996154785,,1.4366719722747803,,,,NONE,
none,8,2048,25,2077,18,7,5.4179840087890625,,1.435647964477539,,,,NONE,
none,8,2048,25,2077,29,18,5.401599884033203,,1.435647964477539,,,,NONE,
none,8,2048,25,2077,40,29,5.381120204925537,,1.5708160400390625,,,,NONE,
none,8,2048,26,2078,7,,4.343808174133301,,1.575935959815979,,,,NONE,
none,8,2048,26,2078,18,7,5.379072189331055,,1.4325759410858154,,,,NONE,
none,8,2048,26,2078,29,18,5.330944061279297,,1.5779839754104614,,,,NONE,
none,8,2048,26,2078,40,29,5.451776027679443,,1.4315520524978638,,,,NONE,
none,8,2048,27,2079,7,,4.4318718910217285,,1.4387199878692627,,,,NONE,
none,8,2048,27,2079,18,7,5.398528099060059,,1.5697920322418213,,,,NONE,
none,8,2048,27,2079,29,18,5.413887977600098,,1.4387199878692627,,,,NONE,
none,8,2048,27,2079,40,29,5.405695915222168,,1.4407680034637451,,,,NONE,
none,8,2048,28,2080,7,,4.366335868835449,,1.575935959815979,,,,NONE,
none,8,2048,28,2080,18,7,5.453824043273926,,1.5779839754104614,,,,NONE,
none,8,2048,28,2080,29,18,5.435391902923584,,1.4346239566802979,,,,NONE,
none,8,2048,28,2080,40,29,5.380095958709717,,1.5738879442214966,,,,NONE,
none,8,2048,29,2081,7,,4.324351787567139,,1.5800319910049438,,,,NONE,
none,8,2048,29,2081,18,7,5.396480083465576,,1.5790079832077026,,,,NONE,
none,8,2048,29,2081,29,18,5.341184139251709,,1.5882240533828735,,,,NONE,
none,8,2048,29,2081,40,29,5.382143974304199,,1.5708160400390625,,,,NONE,
none,8,2048,30,2082,7,,4.366335868835449,,1.5841280221939087,,,,NONE,
none,8,2048,30,2082,18,7,5.455872058868408,,1.5831040143966675,,,,NONE,
none,8,2048,30,2082,29,18,5.42412805557251,,1.5820800065994263,,,,NONE,
none,8,2048,30,2082,40,29,5.384191989898682,,1.5769599676132202,,,,NONE,
none,8,2048,31,2083,7,,4.390912055969238,,1.5800319910049438,,,,NONE,
none,8,2048,31,2083,18,7,5.4128642082214355,,1.5841280221939087,,,,NONE,
none,8,2048,31,2083,29,18,5.389311790466309,,1.5841280221939087,,,,NONE,
none,8,2048,31,2083,40,29,5.348351955413818,,1.581055998802185,,,,NONE,
dequant,8,2048,0,2052,7,,5.5357441902160645,0.477183997631073,1.4766080379486084,0.020479999482631683,11.600858825311938,0.9570815459355252,KV,23.283924034663464
dequant,8,2048,0,2052,18,7,5.91871976852417,0.40038400888442993,1.5790079832077026,0.020479999482631683,14.782607789494902,0.948849107286542,KV,9.345432304294752
dequant,8,2048,0,2052,29,18,5.908480167388916,0.3993600010871887,1.5708160400390625,0.01945599913597107,14.794872173738225,0.9512820535782115,KV,9.904766500131405
dequant,8,2048,0,2052,40,29,5.91871976852417,0.3993600010871887,1.4325759410858154,0.020479999482631683,14.82051220054957,0.9487179501530488,KV,8.994902225181255
dequant,8,2048,1,2053,7,,76.19481658935547,71.09222412109375,1.4847999811172485,0.023552000522613525,1.071774269708742,0.9996687120031229,KV,1652.036755554576
dequant,8,2048,1,2053,18,7,5.924863815307617,0.3993600010871887,1.4540799856185913,0.020479999482631683,14.835896933038354,0.9487179501530488,KV,8.21020858090005
dequant,8,2048,1,2053,29,18,5.947391986846924,0.3993600010871887,1.5892479419708252,0.020479999482631683,14.892307618830566,0.9487179501530488,KV,10.376282106137676
dequant,8,2048,1,2053,40,29,5.902336120605469,0.40038400888442993,1.4376959800720215,0.01945599913597107,14.741687953649434,0.9514066528526443,KV,10.12610488909672
dequant,8,2048,2,2054,7,,75.49337768554688,70.43583679199219,1.6179200410842896,0.02252800017595291,1.0718035182642947,0.9996801628091325,KV,1641.2375943722952
dequant,8,2048,2,2054,18,7,5.909503936767578,0.3993600010871887,1.6066559553146362,0.020479999482631683,14.797435698818042,0.9487179501530488,KV,8.294241318986293
dequant,8,2048,2,2054,29,18,5.943295955657959,0.40038400888442993,1.5749119520187378,0.021503999829292297,14.84398932968744,0.9462915617204398,KV,10.070170645040248
dequant,8,2048,2,2054,40,29,5.868544101715088,0.40038400888442993,1.575935959815979,0.026623999699950218,14.657288931359473,0.9335038385420753,KV,8.933669242039525
dequant,8,2048,3,2055,7,,75.50054168701172,70.41535949707031,1.6476160287857056,0.023552000522613525,1.0722169456530712,0.9996655275114573,KV,1589.5278393199724
dequant,8,2048,3,2055,18,7,5.982207775115967,0.40038400888442993,1.462272047996521,0.021503999829292297,14.941175577376066,0.9462915617204398,KV,10.33049551109558
dequant,8,2048,3,2055,29,18,5.82860803604126,0.40038400888442993,1.5841280221939087,0.01945599913597107,14.557544524021377,0.9514066528526443,KV,7.072988553018858
dequant,8,2048,3,2055,40,29,5.860352039337158,0.40038400888442993,1.5892479419708252,0.020479999482631683,14.636828417961961,0.948849107286542,KV,8.678313386506204
dequant,8,2048,4,2056,7,,76.0084457397461,70.89254760742188,1.6261119842529297,0.02252800017595291,1.072164117456383,0.9996822232951663,KV,1627.0124600685708
dequant,8,2048,4,2056,18,7,5.971968173980713,0.40038400888442993,1.4663679599761963,0.02252800017595291,14.915601126578734,0.9437340161543375,KV,10.433634624390512
dequant,8,2048,4,2056,29,18,5.858304023742676,0.40038400888442993,1.5779839754104614,0.01945599913597107,14.631713289612582,0.9514066528526443,KV,8.331757174345052
dequant,8,2048,4,2056,40,29,5.864448070526123,0.40038400888442993,1.5779839754104614,0.020479999482631683,14.647058674660718,0.948849107286542,KV,6.568666367374871
dequant,8,2048,5,2057,7,,78.8674545288086,73.77715301513672,1.6240639686584473,0.02252800017595291,1.068995634903769,0.9996946480142527,KV,1700.7714494880013
dequant,8,2048,5,2057,18,7,5.9269118309021,0.40038400888442993,1.5943679809570312,0.020479999482631683,14.803068302892415,0.948849107286542,KV,9.042952868111263
dequant,8,2048,5,2057,29,18,5.875711917877197,0.40038400888442993,1.58515202999115,0.020479999482631683,14.675191285107518,0.948849107286542,KV,8.243724355578285
dequant,8,2048,5,2057,40,29,5.831679821014404,0.40038400888442993,1.5790079832077026,0.021503999829292297,14.565216621070666,0.9462915617204398,KV,7.7170389402757475
dequant,8,2048,6,2058,7,,76.15487670898438,70.98572540283203,1.4929920434951782,0.023552000522613525,1.0728195884006013,0.9996682149771808,KV,1643.7278974667372
dequant,8,2048,6,2058,18,7,5.965824127197266,0.40140798687934875,1.4612480401992798,0.021503999829292297,14.862245700632792,0.9464285701027774,KV,9.429002528862647
dequant,8,2048,6,2058,29,18,5.948416233062744,0.40140798687934875,1.4489599466323853,0.020479999482631683,14.818878616011844,0.9489795914579364,KV,8.925564918843259
dequant,8,2048,6,2058,40,29,5.863423824310303,0.40140798687934875,1.5738879442214966,0.020479999482631683,14.60714289691668,0.9489795914579364,KV,8.90071964949822
dequant,8,2048,7,2059,7,,75.99411010742188,70.92121887207031,1.605631947517395,0.02252800017595291,1.0715285399212073,0.9996823517625015,KV,1661.1058118595774
dequant,8,2048,7,2059,18,7,5.858304023742676,0.40038400888442993,1.44486403465271,0.01945599913597107,14.631713289612582,0.9514066528526443,KV,8.35226993114034
dequant,8,2048,7,2059,29,18,5.902336120605469,0.40140798687934875,1.572864055633545,0.020479999482631683,14.704082413735167,0.9489795914579364,KV,9.540100631332987
dequant,8,2048,7,2059,40,29,5.818367958068848,0.40140798687934875,1.4335999488830566,0.01945599913597107,14.494898328512022,0.9515306128130954,KV,7.20754954702138
dequant,8,2048,8,2060,7,,75.53126525878906,70.46348571777344,1.6343040466308594,0.02252800017595291,1.0719206478276357,0.9996802883089522,KV,1636.3699972518532
dequant,8,2048,8,2060,18,7,5.883903980255127,0.40140798687934875,1.5953919887542725,0.01945599913597107,14.6581636952422,0.9515306128130954,KV,7.784658508494978
dequant,8,2048,8,2060,29,18,5.834752082824707,0.40140798687934875,1.5697920322418213,0.01945599913597107,14.535714967172437,0.9515306128130954,KV,7.529722705253897
dequant,8,2048,8,2060,40,29,5.863423824310303,0.40140798687934875,1.5861760377883911,0.020479999482631683,14.60714289691668,0.9489795914579364,KV,9.149827276585324
dequant,8,2048,9,2061,7,,75.49235534667969,70.44710540771484,1.6138240098953247,0.023552000522613525,1.071617561995845,0.9996656782363689,KV,1633.8430638148743
dequant,8,2048,9,2061,18,7,5.9402241706848145,0.40140798687934875,1.5994880199432373,0.026623999699950218,14.798470296681636,0.9336734679672615,KV,9.763485476081618
dequant,8,2048,9,2061,29,18,5.8869757652282715,0.40140798687934875,1.5872000455856323,0.020479999482631683,14.665816221035284,0.9489795914579364,KV,9.442215274682528
dequant,8,2048,9,2061,40,29,5.863423824310303,0.40140798687934875,1.575935959815979,0.01945599913597107,14.60714289691668,0.9515306128130954,KV,8.241967474481935
dequant,8,2048,10,2062,7,,75.73709106445312,70.69491577148438,1.6332800388336182,0.023552000522613525,1.0713230256793456,0.999666850150883,KV,1626.8738437291524
dequant,8,2048,10,2062,18,7,5.839871883392334,0.40140798687934875,1.5861760377883911,0.020479999482631683,14.548469572798075,0.9489795914579364,KV,7.88875646505836
dequant,8,2048,10,2062,29,18,5.8961920738220215,0.40243199467658997,1.5953919887542725,0.020479999482631683,14.651399868344045,0.9491094153706884,KV,9.135707605671396
dequant,8,2048,10,2062,40,29,5.892096042633057,0.40140798687934875,1.5779839754104614,0.021503999829292297,14.678572014572406,0.9464285701027774,KV,9.433245576815558
dequant,8,2048,11,2063,7,,78.10765075683594,72.6456298828125,1.6537599563598633,0.02457600086927414,1.075187191340132,0.999661700216394,KV,1686.3467017384871
dequant,8,2048,11,2063,18,7,5.992447853088379,0.40140798687934875,1.59334397315979,0.020479999482631683,14.928571550544483,0.9489795914579364,KV,9.01639287378601
dequant,8,2048,11,2063,29,18,5.972991943359375,0.40243199467658997,1.572864055633545,0.020479999482631683,14.842239241339406,0.9491094153706884,KV,8.682687022609343
dequant,8,2048,11,2063,40,29,5.9258880615234375,0.40140798687934875,1.4417920112609863,0.020479999482631683,14.762755737853771,0.9489795914579364,KV,9.106338551040087
dequant,8,2048,12,2064,7,,75.87328338623047,70.79116821289062,1.6394239664077759,0.02252800017595291,1.0717902430717965,0.9996817682100089,KV,1629.9791512460977
dequant,8,2048,12,2064,18,7,5.986303806304932,0.40243199467658997,1.6250879764556885,0.021503999829292297,14.875317781618628,0.9465648852135284,KV,6.445737571201579
dequant,8,2048,12,2064,29,18,5.872640132904053,0.40243199467658997,1.439743995666504,0.020479999482631683,14.592875841354351,0.9491094153706884,KV,8.740993705626316
dequant,8,2048,12,2064,40,29,5.855231761932373,0.40243199467658997,1.5790079832077026,0.01945599913597107,14.549617921502154,0.9516539455278483,KV,8.56274836890348
dequant,8,2048,13,2065,7,,75.98489379882812,70.87206268310547,1.6383999586105347,0.02252800017595291,1.0721417004410323,0.9996821314447036,KV,1616.8903392410475
dequant,8,2048,13,2065,18,7,5.957632064819336,0.4034560024738312,1.462272047996521,0.020479999482631683,14.7664975320469,0.9492385802737932,KV,9.670121337898832
dequant,8,2048,13,2065,29,18,5.897215843200684,0.4034560024738312,1.4376959800720215,0.020479999482631683,14.616750790771013,0.9492385802737932,KV,9.092629990422143
dequant,8,2048,13,2065,40,29,5.86956787109375,0.40140798687934875,1.5892479419708252,0.020479999482631683,14.622449136414335,0.9489795914579364,KV,8.994098170674638
dequant,8,2048,14,2066,7,,76.010498046875,70.92530822753906,1.619968056678772,0.02252800017595291,1.0716978176960739,0.9996823700772131,KV,1632.703118104485
dequant,8,2048,14,2066,18,7,5.91871976852417,0.40243199467658997,1.6066559553146362,0.020479999482631683,14.707378754218297,0.9491094153706884,KV,9.366127048788528
dequant,8,2048,14,2066,29,18,5.954559803009033,0.40243199467658997,1.4458880424499512,0.02252800017595291,14.796437365260557,0.9440203550563685,KV,8.772906771582432
dequant,8,2048,14,2066,40,29,5.937151908874512,0.4034560024738312,1.5646719932556152,0.020479999482631683,14.715735724515849,0.9492385802737932,KV,10.060741041412385
dequant,8,2048,15,2067,7,,75.96543884277344,70.84339141845703,1.6189440488815308,0.02252800017595291,1.0723009912676476,0.999682002799063,KV,1641.4319631668466
dequant,8,2048,15,2067,18,7,5.916672229766846,0.40243199467658997,1.45305597782135,0.021503999829292297,14.70229084176499,0.9465648852135284,KV,8.649872972013565
dequant,8,2048,15,2067,29,18,5.9607038497924805,0.40243199467658997,1.5831040143966675,0.021503999829292297,14.81170465728684,0.9465648852135284,KV,9.975435993303556
dequant,8,2048,15,2067,40,29,5.833727836608887,0.4034560024738312,1.4387199878692627,0.020479999482631683,14.459390369306185,0.9492385802737932,KV,7.693763518702331
dequant,8,2048,16,2068,7,,75.68281555175781,70.61504364013672,1.6302080154418945,0.021503999829292297,1.0717661797031113,0.9996954756561665,KV,1628.056956785502
dequant,8,2048,16,2068,18,7,5.980160236358643,0.4034560024738312,1.6394239664077759,0.020479999482631683,14.822335520331057,0.9492385802737932,KV,10.209476396008407
dequant,8,2048,16,2068,29,18,5.935103893280029,0.4034560024738312,1.4407680034637451,0.021503999829292297,14.710659543762743,0.946700508364138,KV,8.783780653958694
dequant,8,2048,16,2068,40,29,5.86137580871582,0.40243199467658997,1.4376959800720215,0.020479999482631683,14.564885213528438,0.9491094153706884,KV,8.614795534493881
dequant,8,2048,17,2069,7,,84.08576202392578,78.93401336669922,1.627135992050171,0.02252800017595291,1.0652665237391816,0.9997145970511939,KV,1828.9405915965694
dequant,8,2048,17,2069,18,7,5.92793607711792,0.40243199467658997,1.6066559553146362,0.020479999482631683,14.730280284702115,0.9491094153706884,KV,10.519287027918963
dequant,8,2048,17,2069,29,18,5.920767784118652,0.4034560024738312,1.5953919887542725,0.021503999829292297,14.675126278491007,0.946700508364138,KV,-4.112770039151072
dequant,8,2048,17,2069,40,29,5.858304023742676,0.40243199467658997,1.5861760377883911,0.021503999829292297,14.55725215995969,0.9465648852135284,KV,8.188346950050784
dequant,8,2048,18,2070,7,,77.42463684082031,72.35686492919922,1.6435199975967407,0.02252800017595291,1.0700385777711607,0.9996886542804474,KV,1669.0687373377227
dequant,8,2048,18,2070,18,7,5.967872142791748,0.4034560024738312,1.6189440488815308,0.020479999482631683,14.791878435812425,0.9492385802737932,KV,8.20646311233789
dequant,8,2048,18,2070,29,18,5.917695999145508,0.4034560024738312,1.5912959575653076,0.020479999482631683,14.667512598302064,0.9492385802737932,KV,9.285169445928256
dequant,8,2048,18,2070,40,29,5.87059211730957,0.4034560024738312,1.572864055633545,0.020479999482631683,14.550761622862078,0.9492385802737932,KV,9.491984506889937
dequant,8,2048,19,2071,7,,77.4103012084961,72.24012756347656,1.499135971069336,0.023552000522613525,1.0715692762374562,0.9996739762052341,KV,1665.4366444547754
dequant,8,2048,19,2071,18,7,5.922815799713135,0.4034560024738312,1.4510079622268677,0.021503999829292297,14.68020245924411,0.946700508364138,KV,9.17327276396439
dequant,8,2048,19,2071,29,18,5.93612813949585,0.4034560024738312,1.581055998802185,0.020479999482631683,14.713198225080012,0.9492385802737932,KV,10.146311259943412
dequant,8,2048,19,2071,40,29,6.0344319343566895,0.4034560024738312,1.5994880199432373,0.020479999482631683,14.956852537466196,0.9492385802737932,KV,11.230655455637894
dequant,8,2048,20,2072,7,,76.16307067871094,71.08710479736328,1.632256031036377,0.02252800017595291,1.0714048756918277,0.9996830930132804,KV,1641.8735396965349
dequant,8,2048,20,2072,18,7,5.871615886688232,0.4034560024738312,1.457152009010315,0.01945599913597107,14.553299122297915,0.9517766521834484,KV,9.657676171179547
dequant,8,2048,20,2072,29,18,5.871615886688232,0.4034560024738312,1.5820800065994263,0.020479999482631683,14.553299122297915,0.9492385802737932,KV,9.032128502321267
dequant,8,2048,20,2072,40,29,5.835775852203369,0.4034560024738312,1.581055998802185,0.021503999829292297,14.46446655005929,0.946700508364138,KV,8.078892367243478
dequant,8,2048,21,2073,7,,76.1364517211914,71.0481948852539,1.6353280544281006,0.023552000522613525,1.0716169755495586,0.9996685067008296,KV,1630.7262950120264
dequant,8,2048,21,2073,18,7,5.904384136199951,0.4044800102710724,1.4540799856185913,0.027648000046610832,14.597468320481353,0.9316455712407596,KV,9.163194704332863
dequant,8,2048,21,2073,29,18,5.915647983551025,0.4034560024738312,1.4428160190582275,0.020479999482631683,14.66243641754896,0.9492385802737932,KV,10.543431868303223
dequant,8,2048,21,2073,40,29,5.907455921173096,0.4044800102710724,1.5892479419708252,0.020479999482631683,14.605062725384293,0.9493670911724253,KV,9.013608450116033
dequant,8,2048,22,2074,7,,76.3535385131836,71.25299072265625,1.6363519430160522,0.02252800017595291,1.0715836309296913,0.9996838308126091,KV,1639.7107272127737
dequant,8,2048,22,2074,18,7,5.963776111602783,0.4044800102710724,1.619968056678772,0.020479999482631683,14.744303698978868,0.9493670911724253,KV,10.177826048999792
dequant,8,2048,22,2074,29,18,5.905407905578613,0.4044800102710724,1.4602240324020386,0.021503999829292297,14.599999395819232,0.9468354448100393,KV,10.09927618026871
dequant,8,2048,22,2074,40,29,5.935103893280029,0.4034560024738312,1.5872000455856323,0.020479999482631683,14.710659543762743,0.9492385802737932,KV,9.897606612284186
dequant,8,2048,23,2075,7,,76.40473937988281,71.29497528076172,1.4899200201034546,0.02252800017595291,1.071670746486673,0.9996840169999746,KV,1635.6130481350153
dequant,8,2048,23,2075,18,7,5.855231761932373,0.4044800102710724,1.5943679809570312,0.020479999482631683,14.475948410919845,0.9493670911724253,KV,8.111169875157168
dequant,8,2048,23,2075,29,18,5.947391986846924,0.4034560024738312,1.462272047996521,0.021503999829292297,14.741116628281373,0.946700508364138,KV,9.958345267997231
dequant,8,2048,23,2075,40,29,5.950463771820068,0.4044800102710724,1.435647964477539,0.01945599913597107,14.711391467361308,0.9518987375348114,KV,10.182018464167172
dequant,8,2048,24,2076,7,,75.7422103881836,70.61196899414062,1.6383999586105347,0.02252800017595291,1.0726539914850508,0.9996809606006338,KV,1633.8725806161115
dequant,8,2048,24,2076,18,7,5.952511787414551,0.4044800102710724,1.5964159965515137,0.021503999829292297,14.71645479692637,0.9468354448100393,KV,10.387385796481967
dequant,8,2048,24,2076,29,18,5.916672229766846,0.4044800102710724,1.5902719497680664,0.020479999482631683,14.62784829787173,0.9493670911724253,KV,9.785302090583023
dequant,8,2048,24,2076,40,29,5.909503936767578,0.4044800102710724,1.5820800065994263,0.020479999482631683,14.610126054949356,0.9493670911724253,KV,9.444340581476995
dequant,8,2048,25,2077,7,,76.010498046875,70.8485107421875,1.509376049041748,0.023552000522613525,1.072859503334821,0.9996675723981225,KV,1611.528675639817
dequant,8,2048,25,2077,18,7,5.902336120605469,0.4055039882659912,1.605631947517395,0.021503999829292297,14.555556274168675,0.9469696958561435,KV,8.939710989007894
dequant,8,2048,25,2077,29,18,5.885951995849609,0.4044800102710724,1.5923199653625488,0.020479999482631683,14.551898354395787,0.9493670911724253,KV,8.966826907119154
