staging_mode,batch_size,context_length,decode_step,decode_position,layer_id,layer_type,elapsed_ms
none,8,2048,9,2061,46,mamba,0.7270399928092957
none,8,2048,9,2061,47,mlp,0.3768320083618164
none,8,2048,9,2061,48,mamba,0.7188479900360107
none,8,2048,9,2061,49,mlp,0.3758080005645752
none,8,2048,9,2061,50,mamba,0.6963199973106384
none,8,2048,9,2061,51,mlp,0.37785598635673523
none,8,2048,10,2062,0,mamba,0.8386240005493164
none,8,2048,10,2062,1,mlp,0.38604798913002014
none,8,2048,10,2062,2,mamba,0.7167999744415283
none,8,2048,10,2062,3,mlp,0.3829759955406189
none,8,2048,10,2062,4,mamba,0.6922240257263184
none,8,2048,10,2062,5,mlp,0.37785598635673523
none,8,2048,10,2062,6,mamba,0.711679995059967
none,8,2048,10,2062,7,attention,1.7203199863433838
none,8,2048,10,2062,8,mlp,0.2826240062713623
none,8,2048,10,2062,9,mamba,0.7147520184516907
none,8,2048,10,2062,10,mlp,0.38092800974845886
none,8,2048,10,2062,11,mamba,0.7065600156784058
none,8,2048,10,2062,12,mlp,0.38604798913002014
none,8,2048,10,2062,13,mamba,0.6952959895133972
none,8,2048,10,2062,14,mlp,0.3850240111351013
none,8,2048,10,2062,15,mamba,0.6963199973106384
none,8,2048,10,2062,16,mlp,0.3840000033378601
none,8,2048,10,2062,17,mamba,0.6871039867401123
none,8,2048,10,2062,18,attention,1.6875519752502441
none,8,2048,10,2062,19,mlp,0.2836480140686035
none,8,2048,10,2062,20,mamba,0.7208960056304932
none,8,2048,10,2062,21,mlp,0.3829759955406189
none,8,2048,10,2062,22,mamba,0.6973440051078796
none,8,2048,10,2062,23,mlp,0.3850240111351013
none,8,2048,10,2062,24,mamba,0.7004160284996033
none,8,2048,10,2062,25,mlp,0.3850240111351013
none,8,2048,10,2062,26,mamba,0.7137280106544495
none,8,2048,10,2062,27,mlp,0.3829759955406189
none,8,2048,10,2062,28,mamba,0.6993920207023621
none,8,2048,10,2062,29,attention,1.686527967453003
none,8,2048,10,2062,30,mlp,0.2836480140686035
none,8,2048,10,2062,31,mamba,0.7157760262489319
none,8,2048,10,2062,32,mlp,0.38604798913002014
none,8,2048,10,2062,33,mamba,0.7096319794654846
none,8,2048,10,2062,34,mlp,0.37990400195121765
none,8,2048,10,2062,35,mamba,0.7045120000839233
none,8,2048,10,2062,36,mlp,0.37785598635673523
none,8,2048,10,2062,37,mamba,0.7055360078811646
none,8,2048,10,2062,38,mlp,0.3768320083618164
none,8,2048,10,2062,39,mamba,0.7004160284996033
none,8,2048,10,2062,40,attention,1.6875519752502441
none,8,2048,10,2062,41,mlp,0.28467199206352234
none,8,2048,10,2062,42,mamba,0.7188479900360107
none,8,2048,10,2062,43,mlp,0.37887999415397644
none,8,2048,10,2062,44,mamba,0.7034879922866821
none,8,2048,10,2062,45,mlp,0.37887999415397644
none,8,2048,10,2062,46,mamba,0.7208960056304932
none,8,2048,10,2062,47,mlp,0.38604798913002014
none,8,2048,10,2062,48,mamba,0.7045120000839233
none,8,2048,10,2062,49,mlp,0.37785598635673523
none,8,2048,10,2062,50,mamba,0.6932479739189148
none,8,2048,10,2062,51,mlp,0.3768320083618164
none,8,2048,11,2063,0,mamba,0.8370559811592102
none,8,2048,11,2063,1,mlp,0.38809600472450256
none,8,2048,11,2063,2,mamba,0.7024639844894409
none,8,2048,11,2063,3,mlp,0.3819519877433777
none,8,2048,11,2063,4,mamba,0.7004160284996033
none,8,2048,11,2063,5,mlp,0.37990400195121765
none,8,2048,11,2063,6,mamba,0.7055360078811646
none,8,2048,11,2063,7,attention,4.926464080810547
none,8,2048,11,2063,8,mlp,0.2836480140686035
none,8,2048,11,2063,9,mamba,0.7997440099716187
none,8,2048,11,2063,10,mlp,0.40038400888442993
none,8,2048,11,2063,11,mamba,0.7219200134277344
none,8,2048,11,2063,12,mlp,0.3850240111351013
none,8,2048,11,2063,13,mamba,0.7065600156784058
none,8,2048,11,2063,14,mlp,0.37887999415397644
none,8,2048,11,2063,15,mamba,0.7127040028572083
none,8,2048,11,2063,16,mlp,0.38604798913002014
none,8,2048,11,2063,17,mamba,0.719871997833252
none,8,2048,11,2063,18,attention,1.7018879652023315
none,8,2048,11,2063,19,mlp,0.2836480140686035
none,8,2048,11,2063,20,mamba,0.7290880084037781
none,8,2048,11,2063,21,mlp,0.38707199692726135
none,8,2048,11,2063,22,mamba,0.7188479900360107
none,8,2048,11,2063,23,mlp,0.3829759955406189
none,8,2048,11,2063,24,mamba,0.7086079716682434
none,8,2048,11,2063,25,mlp,0.38092800974845886
none,8,2048,11,2063,26,mamba,0.6963199973106384
none,8,2048,11,2063,27,mlp,0.3840000033378601
none,8,2048,11,2063,28,mamba,0.6963199973106384
none,8,2048,11,2063,29,attention,1.7111040353775024
none,8,2048,11,2063,30,mlp,0.28467199206352234
none,8,2048,11,2063,31,mamba,0.7239680290222168
none,8,2048,11,2063,32,mlp,0.38604798913002014
none,8,2048,11,2063,33,mamba,0.7055360078811646
none,8,2048,11,2063,34,mlp,0.37990400195121765
none,8,2048,11,2063,35,mamba,0.7004160284996033
none,8,2048,11,2063,36,mlp,0.37887999415397644
none,8,2048,11,2063,37,mamba,0.6881279945373535
none,8,2048,11,2063,38,mlp,0.37785598635673523
none,8,2048,11,2063,39,mamba,0.707584023475647
none,8,2048,11,2063,40,attention,1.696768045425415
none,8,2048,11,2063,41,mlp,0.28467199206352234
none,8,2048,11,2063,42,mamba,0.7034879922866821
none,8,2048,11,2063,43,mlp,0.38092800974845886
none,8,2048,11,2063,44,mamba,0.711679995059967
none,8,2048,11,2063,45,mlp,0.3819519877433777
none,8,2048,11,2063,46,mamba,0.6891520023345947
none,8,2048,11,2063,47,mlp,0.37887999415397644
none,8,2048,11,2063,48,mamba,0.6922240257263184
none,8,2048,11,2063,49,mlp,0.3829759955406189
none,8,2048,11,2063,50,mamba,0.6993920207023621
none,8,2048,11,2063,51,mlp,0.38707199692726135
none,8,2048,12,2064,0,mamba,0.7948799729347229
none,8,2048,12,2064,1,mlp,0.3891200125217438
none,8,2048,12,2064,2,mamba,0.7106559872627258
none,8,2048,12,2064,3,mlp,0.38809600472450256
none,8,2048,12,2064,4,mamba,0.9082880020141602
none,8,2048,12,2064,5,mlp,0.40243199467658997
none,8,2048,12,2064,6,mamba,0.7024639844894409
none,8,2048,12,2064,7,attention,1.7018879652023315
none,8,2048,12,2064,8,mlp,0.2836480140686035
none,8,2048,12,2064,9,mamba,0.7239680290222168
none,8,2048,12,2064,10,mlp,0.3840000033378601
none,8,2048,12,2064,11,mamba,0.707584023475647
none,8,2048,12,2064,12,mlp,0.3819519877433777
none,8,2048,12,2064,13,mamba,0.7004160284996033
none,8,2048,12,2064,14,mlp,0.37785598635673523
none,8,2048,12,2064,15,mamba,0.7004160284996033
none,8,2048,12,2064,16,mlp,0.38707199692726135
none,8,2048,12,2064,17,mamba,0.7014399766921997
none,8,2048,12,2064,18,attention,1.7059839963912964
none,8,2048,12,2064,19,mlp,0.28467199206352234
none,8,2048,12,2064,20,mamba,0.7239680290222168
none,8,2048,12,2064,21,mlp,0.38604798913002014
none,8,2048,12,2064,22,mamba,0.7065600156784058
none,8,2048,12,2064,23,mlp,0.3819519877433777
none,8,2048,12,2064,24,mamba,0.6973440051078796
none,8,2048,12,2064,25,mlp,0.38092800974845886
none,8,2048,12,2064,26,mamba,0.6840320229530334
none,8,2048,12,2064,27,mlp,0.38092800974845886
none,8,2048,12,2064,28,mamba,0.7004160284996033
none,8,2048,12,2064,29,attention,1.7018879652023315
none,8,2048,12,2064,30,mlp,0.28467199206352234
none,8,2048,12,2064,31,mamba,0.707584023475647
none,8,2048,12,2064,32,mlp,0.37990400195121765
none,8,2048,12,2064,33,mamba,0.6963199973106384
none,8,2048,12,2064,34,mlp,0.38092800974845886
none,8,2048,12,2064,35,mamba,0.6993920207023621
none,8,2048,12,2064,36,mlp,0.3819519877433777
none,8,2048,12,2064,37,mamba,0.7055360078811646
none,8,2048,12,2064,38,mlp,0.38604798913002014
none,8,2048,12,2064,39,mamba,0.6840320229530334
none,8,2048,12,2064,40,attention,1.686527967453003
none,8,2048,12,2064,41,mlp,0.2836480140686035
none,8,2048,12,2064,42,mamba,0.711679995059967
none,8,2048,12,2064,43,mlp,0.38092800974845886
none,8,2048,12,2064,44,mamba,0.7413759827613831
none,8,2048,12,2064,45,mlp,0.3829759955406189
none,8,2048,12,2064,46,mamba,0.6963199973106384
none,8,2048,12,2064,47,mlp,0.38809600472450256
none,8,2048,12,2064,48,mamba,0.7167999744415283
none,8,2048,12,2064,49,mlp,0.3819519877433777
none,8,2048,12,2064,50,mamba,0.6952959895133972
none,8,2048,12,2064,51,mlp,0.3819519877433777
none,8,2048,13,2065,0,mamba,0.836575984954834
none,8,2048,13,2065,1,mlp,0.3850240111351013
none,8,2048,13,2065,2,mamba,0.7024639844894409
none,8,2048,13,2065,3,mlp,0.3819519877433777
none,8,2048,13,2065,4,mamba,0.7045120000839233
none,8,2048,13,2065,5,mlp,0.37887999415397644
none,8,2048,13,2065,6,mamba,0.6912000179290771
none,8,2048,13,2065,7,attention,1.714176058769226
none,8,2048,13,2065,8,mlp,0.28467199206352234
none,8,2048,13,2065,9,mamba,0.7311360239982605
none,8,2048,13,2065,10,mlp,0.38092800974845886
none,8,2048,13,2065,11,mamba,0.7014399766921997
none,8,2048,13,2065,12,mlp,0.37990400195121765
none,8,2048,13,2065,13,mamba,0.6993920207023621
none,8,2048,13,2065,14,mlp,0.37990400195121765
none,8,2048,13,2065,15,mamba,0.7147520184516907
none,8,2048,13,2065,16,mlp,0.37887999415397644
none,8,2048,13,2065,17,mamba,0.6922240257263184
none,8,2048,13,2065,18,attention,1.6875519752502441
none,8,2048,13,2065,19,mlp,0.28569599986076355
none,8,2048,13,2065,20,mamba,0.7178239822387695
none,8,2048,13,2065,21,mlp,0.38707199692726135
none,8,2048,13,2065,22,mamba,0.7106559872627258
none,8,2048,13,2065,23,mlp,0.3819519877433777
none,8,2048,13,2065,24,mamba,0.6891520023345947
none,8,2048,13,2065,25,mlp,0.37887999415397644
none,8,2048,13,2065,26,mamba,0.6881279945373535
none,8,2048,13,2065,27,mlp,0.37887999415397644
none,8,2048,13,2065,28,mamba,0.6932479739189148
none,8,2048,13,2065,29,attention,1.716223955154419
none,8,2048,13,2065,30,mlp,0.28569599986076355
none,8,2048,13,2065,31,mamba,0.7065600156784058
none,8,2048,13,2065,32,mlp,0.37887999415397644
none,8,2048,13,2065,33,mamba,0.694271981716156
none,8,2048,13,2065,34,mlp,0.3850240111351013
none,8,2048,13,2065,35,mamba,0.7137280106544495
none,8,2048,13,2065,36,mlp,0.38707199692726135
none,8,2048,13,2065,37,mamba,0.6993920207023621
none,8,2048,13,2065,38,mlp,0.38707199692726135
none,8,2048,13,2065,39,mamba,0.6973440051078796
none,8,2048,13,2065,40,attention,1.6875519752502441
none,8,2048,13,2065,41,mlp,0.28569599986076355
none,8,2048,13,2065,42,mamba,0.719871997833252
none,8,2048,13,2065,43,mlp,0.3829759955406189
none,8,2048,13,2065,44,mamba,0.707584023475647
none,8,2048,13,2065,45,mlp,0.37887999415397644
none,8,2048,13,2065,46,mamba,0.6952959895133972
none,8,2048,13,2065,47,mlp,0.38604798913002014
none,8,2048,13,2065,48,mamba,0.7086079716682434
none,8,2048,13,2065,49,mlp,0.38092800974845886
none,8,2048,13,2065,50,mamba,0.6952959895133972
none,8,2048,13,2065,51,mlp,0.38092800974845886
none,8,2048,14,2066,0,mamba,0.83651202917099
none,8,2048,14,2066,1,mlp,0.3850240111351013
none,8,2048,14,2066,2,mamba,0.7270399928092957
none,8,2048,14,2066,3,mlp,0.38092800974845886
none,8,2048,14,2066,4,mamba,0.6922240257263184
none,8,2048,14,2066,5,mlp,0.37990400195121765
none,8,2048,14,2066,6,mamba,0.6973440051078796
none,8,2048,14,2066,7,attention,1.7121280431747437
none,8,2048,14,2066,8,mlp,0.2836480140686035
none,8,2048,14,2066,9,mamba,0.7311360239982605
none,8,2048,14,2066,10,mlp,0.3819519877433777
none,8,2048,14,2066,11,mamba,0.7034879922866821
none,8,2048,14,2066,12,mlp,0.37990400195121765
none,8,2048,14,2066,13,mamba,0.7065600156784058
none,8,2048,14,2066,14,mlp,0.37990400195121765
none,8,2048,14,2066,15,mamba,0.719871997833252
none,8,2048,14,2066,16,mlp,0.38092800974845886
none,8,2048,14,2066,17,mamba,0.7004160284996033
none,8,2048,14,2066,18,attention,1.7008639574050903
none,8,2048,14,2066,19,mlp,0.28467199206352234
none,8,2048,14,2066,20,mamba,0.7249919772148132
none,8,2048,14,2066,21,mlp,0.3850240111351013
none,8,2048,14,2066,22,mamba,0.7065600156784058
none,8,2048,14,2066,23,mlp,0.38092800974845886
none,8,2048,14,2066,24,mamba,0.6860799789428711
none,8,2048,14,2066,25,mlp,0.37990400195121765
none,8,2048,14,2066,26,mamba,0.6912000179290771
none,8,2048,14,2066,27,mlp,0.38092800974845886
none,8,2048,14,2066,28,mamba,0.7055360078811646
none,8,2048,14,2066,29,attention,1.6977920532226562
none,8,2048,14,2066,30,mlp,0.2836480140686035
none,8,2048,14,2066,31,mamba,1.0096640586853027
none,8,2048,14,2066,32,mlp,0.39423999190330505
none,8,2048,14,2066,33,mamba,0.7106559872627258
none,8,2048,14,2066,34,mlp,0.3850240111351013
none,8,2048,14,2066,35,mamba,0.707584023475647
none,8,2048,14,2066,36,mlp,0.37785598635673523
none,8,2048,14,2066,37,mamba,0.7208960056304932
none,8,2048,14,2066,38,mlp,0.38092800974845886
none,8,2048,14,2066,39,mamba,0.7208960056304932
none,8,2048,14,2066,40,attention,1.7008639574050903
none,8,2048,14,2066,41,mlp,0.28569599986076355
none,8,2048,14,2066,42,mamba,0.7219200134277344
none,8,2048,14,2066,43,mlp,0.38604798913002014
none,8,2048,14,2066,44,mamba,0.7239680290222168
none,8,2048,14,2066,45,mlp,0.37990400195121765
none,8,2048,14,2066,46,mamba,0.7055360078811646
none,8,2048,14,2066,47,mlp,0.37785598635673523
none,8,2048,14,2066,48,mamba,0.6983680129051208
none,8,2048,14,2066,49,mlp,0.37887999415397644
none,8,2048,14,2066,50,mamba,0.7157760262489319
none,8,2048,14,2066,51,mlp,0.37990400195121765
none,8,2048,15,2067,0,mamba,0.8078719973564148
none,8,2048,15,2067,1,mlp,0.3840000033378601
none,8,2048,15,2067,2,mamba,0.7014399766921997
none,8,2048,15,2067,3,mlp,0.37990400195121765
none,8,2048,15,2067,4,mamba,0.7024639844894409
none,8,2048,15,2067,5,mlp,0.37887999415397644
none,8,2048,15,2067,6,mamba,0.6973440051078796
none,8,2048,15,2067,7,attention,1.698815941810608
none,8,2048,15,2067,8,mlp,0.28467199206352234
none,8,2048,15,2067,9,mamba,0.7219200134277344
none,8,2048,15,2067,10,mlp,0.3850240111351013
none,8,2048,15,2067,11,mamba,0.711679995059967
none,8,2048,15,2067,12,mlp,0.37990400195121765
none,8,2048,15,2067,13,mamba,0.6952959895133972
none,8,2048,15,2067,14,mlp,0.3840000033378601
none,8,2048,15,2067,15,mamba,0.7106559872627258
none,8,2048,15,2067,16,mlp,0.38707199692726135
none,8,2048,15,2067,17,mamba,0.6871039867401123
none,8,2048,15,2067,18,attention,1.6977920532226562
none,8,2048,15,2067,19,mlp,0.28672000765800476
none,8,2048,15,2067,20,mamba,0.7249919772148132
none,8,2048,15,2067,21,mlp,0.3829759955406189
none,8,2048,15,2067,22,mamba,0.7014399766921997
none,8,2048,15,2067,23,mlp,0.3840000033378601
none,8,2048,15,2067,24,mamba,0.6922240257263184
none,8,2048,15,2067,25,mlp,0.38809600472450256
none,8,2048,15,2067,26,mamba,0.6891520023345947
none,8,2048,15,2067,27,mlp,0.3850240111351013
none,8,2048,15,2067,28,mamba,0.7137280106544495
none,8,2048,15,2067,29,attention,1.698815941810608
none,8,2048,15,2067,30,mlp,0.28467199206352234
none,8,2048,15,2067,31,mamba,0.6983680129051208
none,8,2048,15,2067,32,mlp,0.38707199692726135
none,8,2048,15,2067,33,mamba,0.7096319794654846
none,8,2048,15,2067,34,mlp,0.3819519877433777
none,8,2048,15,2067,35,mamba,0.6973440051078796
none,8,2048,15,2067,36,mlp,0.37887999415397644
none,8,2048,15,2067,37,mamba,0.7086079716682434
none,8,2048,15,2067,38,mlp,0.38092800974845886
none,8,2048,15,2067,39,mamba,0.7065600156784058
none,8,2048,15,2067,40,attention,1.7080320119857788
none,8,2048,15,2067,41,mlp,0.2836480140686035
none,8,2048,15,2067,42,mamba,0.7157760262489319
none,8,2048,15,2067,43,mlp,0.37990400195121765
none,8,2048,15,2067,44,mamba,0.7147520184516907
none,8,2048,15,2067,45,mlp,0.38707199692726135
none,8,2048,15,2067,46,mamba,0.7065600156784058
none,8,2048,15,2067,47,mlp,0.37990400195121765
none,8,2048,15,2067,48,mamba,0.694271981716156
none,8,2048,15,2067,49,mlp,0.37887999415397644
none,8,2048,15,2067,50,mamba,0.6932479739189148
none,8,2048,15,2067,51,mlp,0.37990400195121765
none,8,2048,16,2068,0,mamba,0.8399040102958679
none,8,2048,16,2068,1,mlp,0.38707199692726135
none,8,2048,16,2068,2,mamba,0.7014399766921997
none,8,2048,16,2068,3,mlp,0.38092800974845886
none,8,2048,16,2068,4,mamba,0.7014399766921997
none,8,2048,16,2068,5,mlp,0.37887999415397644
none,8,2048,16,2068,6,mamba,0.6963199973106384
none,8,2048,16,2068,7,attention,1.716223955154419
none,8,2048,16,2068,8,mlp,0.2836480140686035
none,8,2048,16,2068,9,mamba,0.7137280106544495
none,8,2048,16,2068,10,mlp,0.38092800974845886
none,8,2048,16,2068,11,mamba,0.7014399766921997
none,8,2048,16,2068,12,mlp,0.38092800974845886
none,8,2048,16,2068,13,mamba,0.7034879922866821
none,8,2048,16,2068,14,mlp,0.3840000033378601
none,8,2048,16,2068,15,mamba,0.7055360078811646
none,8,2048,16,2068,16,mlp,0.38809600472450256
none,8,2048,16,2068,17,mamba,0.7464960217475891
none,8,2048,16,2068,18,attention,1.6906239986419678
none,8,2048,16,2068,19,mlp,0.2836480140686035
none,8,2048,16,2068,20,mamba,0.7188479900360107
none,8,2048,16,2068,21,mlp,0.38092800974845886
none,8,2048,16,2068,22,mamba,0.7024639844894409
none,8,2048,16,2068,23,mlp,0.3850240111351013
none,8,2048,16,2068,24,mamba,0.7096319794654846
none,8,2048,16,2068,25,mlp,0.3850240111351013
none,8,2048,16,2068,26,mamba,0.7106559872627258
none,8,2048,16,2068,27,mlp,0.3829759955406189
none,8,2048,16,2068,28,mamba,0.6983680129051208
none,8,2048,16,2068,29,attention,1.7059839963912964
none,8,2048,16,2068,30,mlp,0.28569599986076355
none,8,2048,16,2068,31,mamba,0.7127040028572083
none,8,2048,16,2068,32,mlp,0.3840000033378601
none,8,2048,16,2068,33,mamba,0.7157760262489319
none,8,2048,16,2068,34,mlp,0.3829759955406189
none,8,2048,16,2068,35,mamba,0.7086079716682434
none,8,2048,16,2068,36,mlp,0.37990400195121765
none,8,2048,16,2068,37,mamba,0.7024639844894409
none,8,2048,16,2068,38,mlp,0.3840000033378601
none,8,2048,16,2068,39,mamba,0.7045120000839233
none,8,2048,16,2068,40,attention,1.6875519752502441
none,8,2048,16,2068,41,mlp,0.28467199206352234
none,8,2048,16,2068,42,mamba,0.7249919772148132
none,8,2048,16,2068,43,mlp,0.38707199692726135
none,8,2048,16,2068,44,mamba,0.707584023475647
none,8,2048,16,2068,45,mlp,0.3829759955406189
none,8,2048,16,2068,46,mamba,0.6973440051078796
none,8,2048,16,2068,47,mlp,0.37887999415397644
none,8,2048,16,2068,48,mamba,0.6993920207023621
none,8,2048,16,2068,49,mlp,0.3768320083618164
none,8,2048,16,2068,50,mamba,0.7014399766921997
none,8,2048,16,2068,51,mlp,0.38604798913002014
none,8,2048,17,2069,0,mamba,0.811456024646759
none,8,2048,17,2069,1,mlp,0.38604798913002014
none,8,2048,17,2069,2,mamba,0.7024639844894409
none,8,2048,17,2069,3,mlp,0.38604798913002014
none,8,2048,17,2069,4,mamba,0.6952959895133972
none,8,2048,17,2069,5,mlp,0.38604798913002014
none,8,2048,17,2069,6,mamba,0.7004160284996033
none,8,2048,17,2069,7,attention,1.7018879652023315
none,8,2048,17,2069,8,mlp,0.28467199206352234
none,8,2048,17,2069,9,mamba,0.7188479900360107
none,8,2048,17,2069,10,mlp,0.3850240111351013
none,8,2048,17,2069,11,mamba,0.6922240257263184
none,8,2048,17,2069,12,mlp,0.3819519877433777
none,8,2048,17,2069,13,mamba,0.711679995059967
none,8,2048,17,2069,14,mlp,0.3891200125217438
none,8,2048,17,2069,15,mamba,0.7004160284996033
none,8,2048,17,2069,16,mlp,0.3829759955406189
none,8,2048,17,2069,17,mamba,0.6952959895133972
none,8,2048,17,2069,18,attention,1.7018879652023315
none,8,2048,17,2069,19,mlp,0.28569599986076355
none,8,2048,17,2069,20,mamba,0.719871997833252
none,8,2048,17,2069,21,mlp,0.38809600472450256
none,8,2048,17,2069,22,mamba,0.8560640215873718
none,8,2048,17,2069,23,mlp,0.37887999415397644
none,8,2048,17,2069,24,mamba,0.6983680129051208
none,8,2048,17,2069,25,mlp,0.38604798913002014
none,8,2048,17,2069,26,mamba,0.7127040028572083
none,8,2048,17,2069,27,mlp,0.3891200125217438
none,8,2048,17,2069,28,mamba,0.694271981716156
none,8,2048,17,2069,29,attention,1.70905601978302
none,8,2048,17,2069,30,mlp,0.28467199206352234
none,8,2048,17,2069,31,mamba,0.7137280106544495
none,8,2048,17,2069,32,mlp,0.3829759955406189
none,8,2048,17,2069,33,mamba,0.7034879922866821
none,8,2048,17,2069,34,mlp,0.38809600472450256
none,8,2048,17,2069,35,mamba,0.6983680129051208
none,8,2048,17,2069,36,mlp,0.38604798913002014
none,8,2048,17,2069,37,mamba,0.7086079716682434
none,8,2048,17,2069,38,mlp,0.37990400195121765
none,8,2048,17,2069,39,mamba,0.7014399766921997
none,8,2048,17,2069,40,attention,1.686527967453003
none,8,2048,17,2069,41,mlp,0.28467199206352234
none,8,2048,17,2069,42,mamba,0.7249919772148132
none,8,2048,17,2069,43,mlp,0.3891200125217438
none,8,2048,17,2069,44,mamba,0.7065600156784058
none,8,2048,17,2069,45,mlp,0.3829759955406189
none,8,2048,17,2069,46,mamba,0.7014399766921997
none,8,2048,17,2069,47,mlp,0.37785598635673523
none,8,2048,17,2069,48,mamba,0.6993920207023621
none,8,2048,17,2069,49,mlp,0.3768320083618164
none,8,2048,17,2069,50,mamba,0.7086079716682434
none,8,2048,17,2069,51,mlp,0.3840000033378601
none,8,2048,18,2070,0,mamba,0.8151040077209473
none,8,2048,18,2070,1,mlp,0.3840000033378601
none,8,2048,18,2070,2,mamba,0.7639039754867554
none,8,2048,18,2070,3,mlp,0.3829759955406189
none,8,2048,18,2070,4,mamba,0.707584023475647
none,8,2048,18,2070,5,mlp,0.37785598635673523
none,8,2048,18,2070,6,mamba,0.6973440051078796
none,8,2048,18,2070,7,attention,1.6936960220336914
none,8,2048,18,2070,8,mlp,0.28467199206352234
none,8,2048,18,2070,9,mamba,0.7290880084037781
none,8,2048,18,2070,10,mlp,0.37990400195121765
none,8,2048,18,2070,11,mamba,0.7096319794654846
none,8,2048,18,2070,12,mlp,0.38092800974845886
none,8,2048,18,2070,13,mamba,0.7014399766921997
none,8,2048,18,2070,14,mlp,0.37990400195121765
none,8,2048,18,2070,15,mamba,0.7004160284996033
none,8,2048,18,2070,16,mlp,0.37785598635673523
none,8,2048,18,2070,17,mamba,0.707584023475647
none,8,2048,18,2070,18,attention,1.716223955154419
none,8,2048,18,2070,19,mlp,0.2826240062713623
none,8,2048,18,2070,20,mamba,0.7157760262489319
none,8,2048,18,2070,21,mlp,0.37990400195121765
none,8,2048,18,2070,22,mamba,0.6993920207023621
none,8,2048,18,2070,23,mlp,0.38604798913002014
none,8,2048,18,2070,24,mamba,0.7045120000839233
none,8,2048,18,2070,25,mlp,0.3891200125217438
none,8,2048,18,2070,26,mamba,0.694271981716156
none,8,2048,18,2070,27,mlp,0.3840000033378601
none,8,2048,18,2070,28,mamba,0.6973440051078796
none,8,2048,18,2070,29,attention,1.70905601978302
none,8,2048,18,2070,30,mlp,0.2826240062713623
none,8,2048,18,2070,31,mamba,0.7239680290222168
none,8,2048,18,2070,32,mlp,0.3911679983139038
none,8,2048,18,2070,33,mamba,0.7045120000839233
none,8,2048,18,2070,34,mlp,0.3850240111351013
none,8,2048,18,2070,35,mamba,0.6932479739189148
none,8,2048,18,2070,36,mlp,0.37887999415397644
none,8,2048,18,2070,37,mamba,0.7086079716682434
none,8,2048,18,2070,38,mlp,0.3840000033378601
none,8,2048,18,2070,39,mamba,0.707584023475647
none,8,2048,18,2070,40,attention,1.6844799518585205
none,8,2048,18,2070,41,mlp,0.28569599986076355
none,8,2048,18,2070,42,mamba,0.7239680290222168
none,8,2048,18,2070,43,mlp,0.38809600472450256
none,8,2048,18,2070,44,mamba,0.711679995059967
none,8,2048,18,2070,45,mlp,0.3840000033378601
none,8,2048,18,2070,46,mamba,0.7024639844894409
none,8,2048,18,2070,47,mlp,0.3819519877433777
none,8,2048,18,2070,48,mamba,0.7065600156784058
none,8,2048,18,2070,49,mlp,0.3819519877433777
none,8,2048,18,2070,50,mamba,0.7034879922866821
none,8,2048,18,2070,51,mlp,0.37887999415397644
none,8,2048,19,2071,0,mamba,0.8127359747886658
none,8,2048,19,2071,1,mlp,0.3850240111351013
none,8,2048,19,2071,2,mamba,0.7096319794654846
none,8,2048,19,2071,3,mlp,0.3829759955406189
none,8,2048,19,2071,4,mamba,0.6993920207023621
none,8,2048,19,2071,5,mlp,0.3768320083618164
none,8,2048,19,2071,6,mamba,0.6891520023345947
none,8,2048,19,2071,7,attention,1.5697920322418213
none,8,2048,19,2071,8,mlp,0.28467199206352234
none,8,2048,19,2071,9,mamba,0.7239680290222168
none,8,2048,19,2071,10,mlp,0.3819519877433777
none,8,2048,19,2071,11,mamba,0.7096319794654846
none,8,2048,19,2071,12,mlp,0.38092800974845886
none,8,2048,19,2071,13,mamba,0.7178239822387695
none,8,2048,19,2071,14,mlp,0.3850240111351013
none,8,2048,19,2071,15,mamba,0.6993920207023621
none,8,2048,19,2071,16,mlp,0.3819519877433777
none,8,2048,19,2071,17,mamba,0.6993920207023621
none,8,2048,19,2071,18,attention,1.7111040353775024
none,8,2048,19,2071,19,mlp,0.28467199206352234
none,8,2048,19,2071,20,mamba,0.7178239822387695
none,8,2048,19,2071,21,mlp,0.38092800974845886
none,8,2048,19,2071,22,mamba,0.6952959895133972
none,8,2048,19,2071,23,mlp,0.38092800974845886
none,8,2048,19,2071,24,mamba,0.6850559711456299
none,8,2048,19,2071,25,mlp,0.3768320083618164
none,8,2048,19,2071,26,mamba,0.6891520023345947
none,8,2048,19,2071,27,mlp,0.392192006111145
none,8,2048,19,2071,28,mamba,0.6901760101318359
none,8,2048,19,2071,29,attention,1.6977920532226562
none,8,2048,19,2071,30,mlp,0.28467199206352234
none,8,2048,19,2071,31,mamba,0.7270399928092957
none,8,2048,19,2071,32,mlp,0.3840000033378601
none,8,2048,19,2071,33,mamba,0.7014399766921997
none,8,2048,19,2071,34,mlp,0.37990400195121765
none,8,2048,19,2071,35,mamba,0.7014399766921997
none,8,2048,19,2071,36,mlp,0.38809600472450256
none,8,2048,19,2071,37,mamba,0.6881279945373535
none,8,2048,19,2071,38,mlp,0.37887999415397644
none,8,2048,19,2071,39,mamba,0.7567359805107117
none,8,2048,19,2071,40,attention,1.7070080041885376
none,8,2048,19,2071,41,mlp,0.2826240062713623
none,8,2048,19,2071,42,mamba,0.7055360078811646
none,8,2048,19,2071,43,mlp,0.38809600472450256
none,8,2048,19,2071,44,mamba,0.6993920207023621
