mode,captured_launches,mean_achieved_occupancy_pct,mean_active_warps_per_scheduler,mean_active_warps_per_sm,mean_block_size,mean_dram_throughput_pct,mean_driver_shared_mem_per_block_bytes,mean_duration_ns,mean_dynamic_shared_mem_per_block_bytes,mean_eligible_warps_per_scheduler,mean_grid_size,mean_integer_inst,mean_issued_warp_per_scheduler,mean_l1tex_hit_rate_pct,mean_l1tex_throughput_pct,mean_l2_hit_rate_pct,mean_l2_throughput_pct,mean_local_load_bytes,mean_local_store_bytes,mean_memory_throughput_bps,mean_memory_throughput_pct,mean_no_eligible_pct,mean_one_or_more_eligible_pct,mean_registers_per_thread,mean_shared_mem_config_bytes,mean_sm_throughput_pct,mean_sms,mean_stall_barrier_pct,mean_stall_branch_resolving_pct,mean_stall_dispatch_stall_pct,mean_stall_drain_pct,mean_stall_imc_miss_pct,mean_stall_lg_throttle_pct,mean_stall_long_scoreboard_pct,mean_stall_math_pipe_throttle_pct,mean_stall_membar_pct,mean_stall_mio_throttle_pct,mean_stall_misc_pct,mean_stall_no_instruction_pct,mean_stall_not_selected_pct,mean_stall_selected_pct,mean_stall_short_scoreboard_pct,mean_stall_sleeping_pct,mean_stall_tex_throttle_pct,mean_stall_wait_pct,mean_static_shared_mem_per_block_bytes,mean_tensor_active_pct,mean_tensor_inst,mean_theoretical_occupancy_pct,mean_threads,mean_warp_cycles_per_executed_inst,mean_warp_cycles_per_issued_inst,mean_waves_per_sm,mean_duration_ms
kv_int4,4,11.3625,1.8275000000000001,7.27,128.0,0.6625000000000001,1024.0,1575688.0,1024.0,0.24,256.0,811098850.0,0.21,98.41499999999999,76.605,73.0525,1.145,0.0,0.0,12827120947.46,48.4375,78.73,21.27,235.0,8192.0,13.3975,108.0,3.8525,0.01,0.12,0.0,0.10250000000000001,5.995,37.38,0.61,0.0,4.7725,0.0,0.24,1.3225,11.6425,12.745,0.0,0.0,21.375,0.0,0.0,0.0,12.5,32768.0,8.5925,8.5925,1.19,1.575688
